	competition	competition_rep	time	population	sample_rep	dilution	pop_size	density	Unnamed: 8
487	2B-1	2	4	total	3	-3	131780000.0	131780000.0	
488	2B-2	2	4	gfp	1	-2	183450000.0	183450000.0	
489	2B-2	2	4	gfp	1	-3			
490	2B-2	2	4	gfp	2	-2	145280000.0	145280000.0	
491	2B-2	2	4	gfp	2	-3			
492	2B-2	2	4	gfp	3	-2	149436000.0	149436000.0	
493	2B-2	2	4	gfp	3	-3	72520000.0	72520000.0	
494	2B-2	2	4	rfp	1	-2	107690000.0	107690000.0	
495	2B-2	2	4	rfp	1	-3			
496	2B-2	2	4	rfp	2	-2	84628000.0	84628000.0	
497	2B-2	2	4	rfp	2	-3			
498	2B-2	2	4	rfp	3	-2	86580000.0	86580000.0	
499	2B-2	2	4	rfp	3	-3	42020000.0	42020000.0	
500	2B-2	2	4	gfp-rfp	1	-2	672000.0	672000.0	
501	2B-2	2	4	gfp-rfp	1	-3			
502	2B-2	2	4	gfp-rfp	2	-2	570000.0	570000.0	
503	2B-2	2	4	gfp-rfp	2	-3			
504	2B-2	2	4	gfp-rfp	3	-2	614000.0	614000.0	
505	2B-2	2	4	gfp-rfp	3	-3	20000.0	20000.0	
506	2B-2	2	4	total	1	-2	292484000.0	292484000.0	
507	2B-2	2	4	total	1	-3			
508	2B-2	2	4	total	2	-2	231048000.0	231048000.0	
509	2B-2	2	4	total	2	-3			
510	2B-2	2	4	total	3	-2	237244000.0	237244000.0	
511	2B-2	2	4	total	3	-3	114580000.0	114580000.0	
512	2B-3	2	4	gfp	1	-2	115370000.0	115370000.0	
513	2B-3	2	4	gfp	1	-3			
514	2B-3	2	4	gfp	2	-2	100892000.0	100892000.0	
515	2B-3	2	4	gfp	2	-3			
516	2B-3	2	4	gfp	3	-2	102220000.0	102220000.0	
517	2B-3	2	4	gfp	3	-3	36360000.0	36360000.0	
518	2B-3	2	4	rfp	1	-2	138994000.0	138994000.0	
519	2B-3	2	4	rfp	1	-3			
520	2B-3	2	4	rfp	2	-2	119432000.0	119432000.0	
521	2B-3	2	4	rfp	2	-3			
522	2B-3	2	4	rfp	3	-2	119170000.0	119170000.0	
523	2B-3	2	4	rfp	3	-3	44060000.0	44060000.0	
524	2B-3	2	4	gfp-rfp	1	-2	476000.0	476000.0	
525	2B-3	2	4	gfp-rfp	1	-3			
526	2B-3	2	4	gfp-rfp	2	-2	470000.0	470000.0	
527	2B-3	2	4	gfp-rfp	2	-3			
528	2B-3	2	4	gfp-rfp	3	-2	580000.0	580000.0	
529	2B-3	2	4	gfp-rfp	3	-3	20000.0	20000.0	
530	2B-3	2	4	total	1	-2	255316000.0	255316000.0	
531	2B-3	2	4	total	1	-3			
532	2B-3	2	4	total	2	-2	221264000.0	221264000.0	
533	2B-3	2	4	total	2	-3			
534	2B-3	2	4	total	3	-2	222550000.0	222550000.0	
535	2B-3	2	4	total	3	-3	80460000.0	80460000.0	
536	2C-1	2	4	gfp	1	-2	365694000.0	365694000.0	
537	2C-1	2	4	gfp	1	-3			
538	2C-1	2	4	gfp	2	-2	313182000.0	313182000.0	
539	2C-1	2	4	gfp	2	-3			
540	2C-1	2	4	gfp	3	-2	344758000.0	344758000.0	
541	2C-1	2	4	gfp	3	-3	148980000.0	148980000.0	
542	2C-1	2	4	rfp	1	-2	24184000.0	24184000.0	
543	2C-1	2	4	rfp	1	-3			
544	2C-1	2	4	rfp	2	-2	20316000.0	20316000.0	
545	2C-1	2	4	rfp	2	-3			
546	2C-1	2	4	rfp	3	-2	22364000.0	22364000.0	
547	2C-1	2	4	rfp	3	-3	9720000.0	9720000.0	
548	2C-1	2	4	gfp-rfp	1	-2	230000.0	230000.0	
549	2C-1	2	4	gfp-rfp	1	-3			
550	2C-1	2	4	gfp-rfp	2	-2	298000.0	298000.0	
551	2C-1	2	4	gfp-rfp	2	-3			
552	2C-1	2	4	gfp-rfp	3	-2	324000.0	324000.0	
553	2C-1	2	4	gfp-rfp	3	-3	0.0	0.0	
554	2C-1	2	4	total	1	-2	390338000.0	390338000.0	
555	2C-1	2	4	total	1	-3			
556	2C-1	2	4	total	2	-2	334094000.0	334094000.0	
557	2C-1	2	4	total	2	-3			
558	2C-1	2	4	total	3	-2	367770000.0	367770000.0	
559	2C-1	2	4	total	3	-3	158700000.0	158700000.0	
560	2C-2	2	4	gfp	1	-2	201934000.0	201934000.0	
561	2C-2	2	4	gfp	1	-3			
562	2C-2	2	4	gfp	2	-2	160326000.0	160326000.0	
563	2C-2	2	4	gfp	2	-3			
564	2C-2	2	4	gfp	3	-2	169024000.0	169024000.0	
565	2C-2	2	4	gfp	3	-3	113640000.0	113640000.0	
566	2C-2	2	4	rfp	1	-2	33024000.0	33024000.0	
567	2C-2	2	4	rfp	1	-3			
568	2C-2	2	4	rfp	2	-2	25454000.0	25454000.0	
569	2C-2	2	4	rfp	2	-3			
570	2C-2	2	4	rfp	3	-2	26156000.0	26156000.0	
571	2C-2	2	4	rfp	3	-3	16840000.0	16840000.0	
572	2C-2	2	4	gfp-rfp	1	-2	236000.0	236000.0	
573	2C-2	2	4	gfp-rfp	1	-3			
574	2C-2	2	4	gfp-rfp	2	-2	128000.0	128000.0	
575	2C-2	2	4	gfp-rfp	2	-3			
576	2C-2	2	4	gfp-rfp	3	-2	182000.0	182000.0	
577	2C-2	2	4	gfp-rfp	3	-3	0.0	0.0	
578	2C-2	2	4	total	1	-2	235430000.0	235430000.0	
579	2C-2	2	4	total	1	-3			
580	2C-2	2	4	total	2	-2	186036000.0	186036000.0	
581	2C-2	2	4	total	2	-3			
582	2C-2	2	4	total	3	-2	195544000.0	195544000.0	
583	2C-2	2	4	total	3	-3	130480000.0	130480000.0	
584	2C-3	2	4	gfp	1	-2	96850000.0	96850000.0	
585	2C-3	2	4	gfp	1	-3			
586	2C-3	2	4	gfp	2	-2	70180000.0	70180000.0	
587	2C-3	2	4	gfp	2	-3			
588	2C-3	2	4	gfp	3	-2	79582000.0	79582000.0	
589	2C-3	2	4	gfp	3	-3	0.0	0.0	
590	2C-3	2	4	rfp	1	-2	40894000.0	40894000.0	
591	2C-3	2	4	rfp	1	-3			
592	2C-3	2	4	rfp	2	-2	29928000.0	29928000.0	
593	2C-3	2	4	rfp	2	-3			
594	2C-3	2	4	rfp	3	-2	33632000.0	33632000.0	
595	2C-3	2	4	rfp	3	-3	0.0	0.0	
596	2C-3	2	4	gfp-rfp	1	-2	190000.0	190000.0	
597	2C-3	2	4	gfp-rfp	1	-3			
598	2C-3	2	4	gfp-rfp	2	-2	132000.0	132000.0	
599	2C-3	2	4	gfp-rfp	2	-3			
600	2C-3	2	4	gfp-rfp	3	-2	140000.0	140000.0	
601	2C-3	2	4	gfp-rfp	3	-3	0.0	0.0	
602	2C-3	2	4	total	1	-2	138124000.0	138124000.0	
603	2C-3	2	4	total	1	-3			
604	2C-3	2	4	total	2	-2	100372000.0	100372000.0	
605	2C-3	2	4	total	2	-3			
606	2C-3	2	4	total	3	-2	113494000.0	113494000.0	
607	2C-3	2	4	total	3	-3	0.0	0.0	
608	4D-2	2	4	gfp	1	-2	129126000.0	129126000.0	
609	4D-2	2	4	gfp	1	-3			
610	4D-2	2	4	gfp	2	-2	138016000.0	138016000.0	
611	4D-2	2	4	gfp	2	-3			
612	4D-2	2	4	gfp	3	-2	165872000.0	165872000.0	
613	4D-2	2	4	gfp	3	-3	0.0	0.0	
614	4D-2	2	4	rfp	1	-2	108040000.0	108040000.0	
615	4D-2	2	4	rfp	1	-3			
616	4D-2	2	4	rfp	2	-2	113136000.0	113136000.0	
617	4D-2	2	4	rfp	2	-3			
618	4D-2	2	4	rfp	3	-2	132662000.0	132662000.0	
619	4D-2	2	4	rfp	3	-3	0.0	0.0	
620	4D-2	2	4	gfp-rfp	1	-2	734000.0	734000.0	
621	4D-2	2	4	gfp-rfp	1	-3			
622	4D-2	2	4	gfp-rfp	2	-2	1014000.0	1014000.0	
623	4D-2	2	4	gfp-rfp	2	-3			
624	4D-2	2	4	gfp-rfp	3	-2	1554000.0	1554000.0	
625	4D-2	2	4	gfp-rfp	3	-3	0.0	0.0	
626	4D-2	2	4	total	1	-2	238634000.0	238634000.0	
627	4D-2	2	4	total	1	-3			
628	4D-2	2	4	total	2	-2	253180000.0	253180000.0	
629	4D-2	2	4	total	2	-3			
630	4D-2	2	4	total	3	-2	301642000.0	301642000.0	
631	4D-2	2	4	total	3	-3	0.0	0.0	
632	4D-3	2	4	gfp	1	-2	83904000.0	83904000.0	
633	4D-3	2	4	gfp	1	-3			
634	4D-3	2	4	gfp	2	-2	69558000.0	69558000.0	
635	4D-3	2	4	gfp	2	-3			
636	4D-3	2	4	gfp	3	-2	72784000.0	72784000.0	
637	4D-3	2	4	gfp	3	-3	0.0	0.0	
638	4D-3	2	4	rfp	1	-2	165026000.0	165026000.0	
639	4D-3	2	4	rfp	1	-3			
640	4D-3	2	4	rfp	2	-2	136894000.0	136894000.0	
641	4D-3	2	4	rfp	2	-3			
642	4D-3	2	4	rfp	3	-2	139178000.0	139178000.0	
643	4D-3	2	4	rfp	3	-3	0.0	0.0	
644	4D-3	2	4	gfp-rfp	1	-2	656000.0	656000.0	
645	4D-3	2	4	gfp-rfp	1	-3			
646	4D-3	2	4	gfp-rfp	2	-2	684000.0	684000.0	
647	4D-3	2	4	gfp-rfp	2	-3			
648	4D-3	2	4	gfp-rfp	3	-2	600000.0	600000.0	
649	4D-3	2	4	gfp-rfp	3	-3	0.0	0.0	
650	4D-3	2	4	total	1	-2	250242000.0	250242000.0	
651	4D-3	2	4	total	1	-3			
652	4D-3	2	4	total	2	-2	207820000.0	207820000.0	
653	4D-3	2	4	total	2	-3			
654	4D-3	2	4	total	3	-2	213162000.0	213162000.0	
655	4D-3	2	4	total	3	-3	0.0	0.0	
656	4E-2	2	4	gfp	1	-2	193536000.0	193536000.0	
657	4E-2	2	4	gfp	1	-3			
658	4E-2	2	4	gfp	2	-2	187418000.0	187418000.0	
659	4E-2	2	4	gfp	2	-3			
660	4E-2	2	4	gfp	3	-2	176232000.0	176232000.0	
661	4E-2	2	4	gfp	3	-3	0.0	0.0	
662	4E-2	2	4	rfp	1	-2	85050000.0	85050000.0	
663	4E-2	2	4	rfp	1	-3			
664	4E-2	2	4	rfp	2	-2	82324000.0	82324000.0	
665	4E-2	2	4	rfp	2	-3			
666	4E-2	2	4	rfp	3	-2	77872000.0	77872000.0	
667	4E-2	2	4	rfp	3	-3	0.0	0.0	
668	4E-2	2	4	gfp-rfp	1	-2	146000.0	146000.0	
669	4E-2	2	4	gfp-rfp	1	-3			
670	4E-2	2	4	gfp-rfp	2	-2	172000.0	172000.0	
671	4E-2	2	4	gfp-rfp	2	-3			
672	4E-2	2	4	gfp-rfp	3	-2	174000.0	174000.0	
673	4E-2	2	4	gfp-rfp	3	-3	0.0	0.0	
674	4E-2	2	4	total	1	-2	278878000.0	278878000.0	
675	4E-2	2	4	total	1	-3			
676	4E-2	2	4	total	2	-2	270086000.0	270086000.0	
677	4E-2	2	4	total	2	-3			
678	4E-2	2	4	total	3	-2	254452000.0	254452000.0	
679	4E-2	2	4	total	3	-3	0.0	0.0	
680	4E-3	2	4	gfp	1	-2	105484000.0	105484000.0	
681	4E-3	2	4	gfp	1	-3			
682	4E-3	2	4	gfp	2	-2	79664000.0	79664000.0	
683	4E-3	2	4	gfp	2	-3			
684	4E-3	2	4	gfp	3	-2	98002000.0	98002000.0	
685	4E-3	2	4	gfp	3	-3	0.0	0.0	
686	4E-3	2	4	rfp	1	-2	102454000.0	102454000.0	
687	4E-3	2	4	rfp	1	-3			
688	4E-3	2	4	rfp	2	-2	78160000.0	78160000.0	
689	4E-3	2	4	rfp	2	-3			
690	4E-3	2	4	rfp	3	-2	95930000.0	95930000.0	
691	4E-3	2	4	rfp	3	-3	0.0	0.0	
692	4E-3	2	4	gfp-rfp	1	-2	106000.0	106000.0	
693	4E-3	2	4	gfp-rfp	1	-3			
694	4E-3	2	4	gfp-rfp	2	-2	90000.0	90000.0	
695	4E-3	2	4	gfp-rfp	2	-3			
696	4E-3	2	4	gfp-rfp	3	-2	138000.0	138000.0	
697	4E-3	2	4	gfp-rfp	3	-3	0.0	0.0	
698	4E-3	2	4	total	1	-2	208150000.0	208150000.0	
699	4E-3	2	4	total	1	-3			
700	4E-3	2	4	total	2	-2	158004000.0	158004000.0	
701	4E-3	2	4	total	2	-3			
702	4E-3	2	4	total	3	-2	194208000.0	194208000.0	
703	4E-3	2	4	total	3	-3	0.0	0.0	
704	8F-2	2	4	gfp	1	-2	159024000.0	159024000.0	
705	8F-2	2	4	gfp	1	-3			
706	8F-2	2	4	gfp	2	-2	181460000.0	181460000.0	
707	8F-2	2	4	gfp	2	-3			
708	8F-2	2	4	gfp	3	-2	170316000.0	170316000.0	
709	8F-2	2	4	gfp	3	-3	0.0	0.0	
710	8F-2	2	4	rfp	1	-2	101812000.0	101812000.0	
711	8F-2	2	4	rfp	1	-3			
712	8F-2	2	4	rfp	2	-2	114590000.0	114590000.0	
713	8F-2	2	4	rfp	2	-3			
714	8F-2	2	4	rfp	3	-2	106280000.0	106280000.0	
715	8F-2	2	4	rfp	3	-3	0.0	0.0	
716	8F-2	2	4	gfp-rfp	1	-2	600000.0	600000.0	
717	8F-2	2	4	gfp-rfp	1	-3			
718	8F-2	2	4	gfp-rfp	2	-2	1012000.0	1012000.0	
719	8F-2	2	4	gfp-rfp	2	-3			
720	8F-2	2	4	gfp-rfp	3	-2	976000.0	976000.0	
721	8F-2	2	4	gfp-rfp	3	-3	0.0	0.0	
722	8F-2	2	4	total	1	-2	262036000.0	262036000.0	
723	8F-2	2	4	total	1	-3			
724	8F-2	2	4	total	2	-2	298074000.0	298074000.0	
725	8F-2	2	4	total	2	-3			
726	8F-2	2	4	total	3	-2	278548000.0	278548000.0	
727	8F-2	2	4	total	3	-3	0.0	0.0	
728	8F-3	2	4	gfp	1	-2	110572000.0	110572000.0	
729	8F-3	2	4	gfp	1	-3			
730	8F-3	2	4	gfp	2	-2	100954000.0	100954000.0	
731	8F-3	2	4	gfp	2	-3			
732	8F-3	2	4	gfp	3	-2	107724000.0	107724000.0	
733	8F-3	2	4	gfp	3	-3	0.0	0.0	
734	8F-3	2	4	rfp	1	-2	152550000.0	152550000.0	
735	8F-3	2	4	rfp	1	-3			
736	8F-3	2	4	rfp	2	-2	139906000.0	139906000.0	
737	8F-3	2	4	rfp	2	-3			
738	8F-3	2	4	rfp	3	-2	146582000.0	146582000.0	
739	8F-3	2	4	rfp	3	-3	0.0	0.0	
740	8F-3	2	4	gfp-rfp	1	-2	588000.0	588000.0	
741	8F-3	2	4	gfp-rfp	1	-3			
742	8F-3	2	4	gfp-rfp	2	-2	718000.0	718000.0	
743	8F-3	2	4	gfp-rfp	2	-3			
744	8F-3	2	4	gfp-rfp	3	-2	814000.0	814000.0	
745	8F-3	2	4	gfp-rfp	3	-3	0.0	0.0	
746	8F-3	2	4	total	1	-2	264298000.0	264298000.0	
747	8F-3	2	4	total	1	-3			
748	8F-3	2	4	total	2	-2	242296000.0	242296000.0	
749	8F-3	2	4	total	2	-3			
750	8F-3	2	4	total	3	-2	255934000.0	255934000.0	
751	8F-3	2	4	total	3	-3	0.0	0.0	
752	WTctrl	2	4	gfp	1	-2	497938000.0	497938000.0	
753	WTctrl	2	4	gfp	1	-3	328500000.0	328500000.0	
754	WTctrl	2	4	gfp	2	-2	525608000.0	525608000.0	
755	WTctrl	2	4	gfp	2	-3	684960000.0	684960000.0	
756	WTctrl	2	4	gfp	3	-2	503332000.0	503332000.0	
757	WTctrl	2	4	gfp	3	-3	534840000.0	534840000.0	
758	WTctrl	2	4	gfp	4	-2	502158000.0	502158000.0	
759	WTctrl	2	4	gfp	4	-3	532060000.0	532060000.0	
760	WTctrl	2	4	gfp	5	-2	551332000.0	551332000.0	
761	WTctrl	2	4	gfp	5	-3	579440000.0	579440000.0	
762	WTctrl	2	4	gfp	6	-2	475910000.0	475910000.0	
763	WTctrl	2	4	gfp	6	-3	555300000.0	555300000.0	
764	WTctrl	2	4	gfp	7	-2	495334000.0	495334000.0	
765	WTctrl	2	4	gfp	7	-3	551180000.0	551180000.0	
766	WTctrl	2	4	gfp	8	-2	0.0	0.0	
767	WTctrl	2	4	gfp	8	-3	0.0	0.0	
768	WTctrl	2	4	total	1	-2	497938000.0	497938000.0	
769	WTctrl	2	4	total	1	-3	328500000.0	328500000.0	
770	WTctrl	2	4	total	2	-2	525608000.0	525608000.0	
771	WTctrl	2	4	total	2	-3	684960000.0	684960000.0	
772	WTctrl	2	4	total	3	-2	503332000.0	503332000.0	
773	WTctrl	2	4	total	3	-3	534840000.0	534840000.0	
774	WTctrl	2	4	total	4	-2	502158000.0	502158000.0	
775	WTctrl	2	4	total	4	-3	532060000.0	532060000.0	
776	WTctrl	2	4	total	5	-2	551332000.0	551332000.0	
777	WTctrl	2	4	total	5	-3	579440000.0	579440000.0	
778	WTctrl	2	4	total	6	-2	475910000.0	475910000.0	
779	WTctrl	2	4	total	6	-3	555300000.0	555300000.0	
780	WTctrl	2	4	total	7	-2	495334000.0	495334000.0	
781	WTctrl	2	4	total	7	-3	551180000.0	551180000.0	
782	WTctrl	2	4	total	8	-2	0.0	0.0	
783	WTctrl	2	4	total	8	-3	0.0	0.0	
784	2A-1	2	8	gfp	1	-2	64742372881.35592	152792000.0	
785	2A-1	2	8	gfp	1	-3			
786	2A-1	2	8	gfp	2	-2	52570338983.050835	124066000.0	
787	2A-1	2	8	gfp	2	-3			
788	2A-1	2	8	gfp	3	-2	74920338983.05083	176812000.0	
789	2A-1	2	8	gfp	3	-3	47915254237.288124	113080000.0	
790	2A-1	2	8	rfp	1	-2	13808474576.271183	32588000.0	
791	2A-1	2	8	rfp	1	-3			
792	2A-1	2	8	rfp	2	-2	11145762711.864405	26304000.0	
793	2A-1	2	8	rfp	2	-3			
794	2A-1	2	8	rfp	3	-2	15461864406.779657	36490000.0	
795	2A-1	2	8	rfp	3	-3	9745762711.864405	23000000.0	
796	2A-1	2	8	gfp-rfp	1	-2	82203389.83050846	194000.0	
797	2A-1	2	8	gfp-rfp	1	-3			
798	2A-1	2	8	gfp-rfp	2	-2	81355932.20338981	192000.0	
799	2A-1	2	8	gfp-rfp	2	-3			
800	2A-1	2	8	gfp-rfp	3	-2	186440677.96610165	440000.0	
801	2A-1	2	8	gfp-rfp	3	-3	8474576.27118644	20000.0	
802	2A-1	2	8	total	1	-2	78715254237.28812	185768000.0	
803	2A-1	2	8	total	1	-3			
804	2A-1	2	8	total	2	-2	63878813559.322014	150754000.0	
805	2A-1	2	8	total	2	-3			
806	2A-1	2	8	total	3	-2	90755084745.7627	214182000.0	
807	2A-1	2	8	total	3	-3	57677966101.6949	136120000.0	
808	2A-2	2	8	gfp	1	-2	35934374999.99999	22998000.0	
809	2A-2	2	8	gfp	1	-3			
810	2A-2	2	8	gfp	2	-2	34259374999.999992	21926000.0	
811	2A-2	2	8	gfp	2	-3			
812	2A-2	2	8	gfp	3	-2	36084374999.99999	23094000.0	
813	2A-2	2	8	gfp	3	-3	14374999999.999996	9200000.0	
814	2A-2	2	8	rfp	1	-2	25034374999.999992	16022000.0	
815	2A-2	2	8	rfp	1	-3			
816	2A-2	2	8	rfp	2	-2	22821874999.999992	14606000.0	
817	2A-2	2	8	rfp	2	-3			
818	2A-2	2	8	rfp	3	-2	23868749999.999992	15276000.0	
819	2A-2	2	8	rfp	3	-3	10249999999.999998	6560000.0	
820	2A-2	2	8	gfp-rfp	1	-2	43749999.99999999	28000.0	
821	2A-2	2	8	gfp-rfp	1	-3			
822	2A-2	2	8	gfp-rfp	2	-2	43749999.99999999	28000.0	
823	2A-2	2	8	gfp-rfp	2	-3			
824	2A-2	2	8	gfp-rfp	3	-2	81249999.99999999	52000.0	
825	2A-2	2	8	gfp-rfp	3	-3	0.0	0.0	
826	2A-2	2	8	total	1	-2	61056249999.999985	39076000.0	
827	2A-2	2	8	total	1	-3			
828	2A-2	2	8	total	2	-2	57168749999.999985	36588000.0	
829	2A-2	2	8	total	2	-3			
830	2A-2	2	8	total	3	-2	60115624999.999985	38474000.0	
831	2A-2	2	8	total	3	-3	24624999999.999992	15760000.0	
832	2A-3	2	8	gfp	1	-2	18901388888.888893	27218000.0	
833	2A-3	2	8	gfp	1	-3			
834	2A-3	2	8	gfp	2	-2	17559722222.222225	25286000.0	
835	2A-3	2	8	gfp	2	-3			
836	2A-3	2	8	gfp	3	-2	18291666666.66667	26340000.0	
837	2A-3	2	8	gfp	3	-3	11222222222.222225	16160000.0	
838	2A-3	2	8	rfp	1	-2	30573611111.11112	44026000.0	
839	2A-3	2	8	rfp	1	-3			
840	2A-3	2	8	rfp	2	-2	27556944444.44445	39682000.0	
841	2A-3	2	8	rfp	2	-3			
842	2A-3	2	8	rfp	3	-2	29151388888.888897	41978000.0	
843	2A-3	2	8	rfp	3	-3	17833333333.333336	25680000.0	
844	2A-3	2	8	gfp-rfp	1	-2	58333333.33333335	84000.0	
845	2A-3	2	8	gfp-rfp	1	-3			
846	2A-3	2	8	gfp-rfp	2	-2	56944444.444444455	82000.0	
847	2A-3	2	8	gfp-rfp	2	-3			
848	2A-3	2	8	gfp-rfp	3	-2	62500000.000000015	90000.0	
849	2A-3	2	8	gfp-rfp	3	-3	0.0	0.0	
850	2A-3	2	8	total	1	-2	49591666666.66668	71412000.0	
851	2A-3	2	8	total	1	-3			
852	2A-3	2	8	total	2	-2	45230555555.55556	65132000.0	
853	2A-3	2	8	total	2	-3			
854	2A-3	2	8	total	3	-2	47568055555.55557	68498000.0	
855	2A-3	2	8	total	3	-3	29055555555.55556	41840000.0	
856	2B-1	2	8	gfp	1	-2	89139285714.28569	49918000.0	
857	2B-1	2	8	gfp	1	-3			
858	2B-1	2	8	gfp	2	-2	68549999999.99998	38388000.0	
859	2B-1	2	8	gfp	2	-3			
860	2B-1	2	8	gfp	3	-2	78696428571.42854	44070000.0	
861	2B-1	2	8	gfp	3	-3	31464285714.285706	17620000.0	
862	2B-1	2	8	rfp	1	-2	5146428571.42857	2882000.0	
863	2B-1	2	8	rfp	1	-3			
864	2B-1	2	8	rfp	2	-2	4142857142.8571415	2320000.0	
865	2B-1	2	8	rfp	2	-3			
866	2B-1	2	8	rfp	3	-2	4282142857.1428556	2398000.0	
867	2B-1	2	8	rfp	3	-3	1999999999.9999993	1120000.0	
868	2B-1	2	8	gfp-rfp	1	-2	7142857.142857141	4000.0	
869	2B-1	2	8	gfp-rfp	1	-3			
870	2B-1	2	8	gfp-rfp	2	-2	3571428.5714285704	2000.0	
871	2B-1	2	8	gfp-rfp	2	-3			
872	2B-1	2	8	gfp-rfp	3	-2	0.0	0.0	
873	2B-1	2	8	gfp-rfp	3	-3	0.0	0.0	
874	2B-1	2	8	total	1	-2	94299999999.99998	52808000.0	
875	2B-1	2	8	total	1	-3			
876	2B-1	2	8	total	2	-2	72699999999.99997	40712000.0	
877	2B-1	2	8	total	2	-3			
878	2B-1	2	8	total	3	-2	82978571428.5714	46468000.0	
879	2B-1	2	8	total	3	-3	33464285714.285706	18740000.0	
880	2B-2	2	8	gfp	1	-2	48887499999.999985	31288000.0	
881	2B-2	2	8	gfp	1	-3			
882	2B-2	2	8	gfp	2	-2	39693749999.99999	25404000.0	
883	2B-2	2	8	gfp	2	-3			
884	2B-2	2	8	gfp	3	-2	45996874999.999985	29438000.0	
885	2B-2	2	8	gfp	3	-3	13249999999.999996	8480000.0	
886	2B-2	2	8	rfp	1	-2	8028124999.999998	5138000.0	
887	2B-2	2	8	rfp	1	-3			
888	2B-2	2	8	rfp	2	-2	6378124999.999998	4082000.0	
889	2B-2	2	8	rfp	2	-3			
890	2B-2	2	8	rfp	3	-2	7387499999.999998	4728000.0	
891	2B-2	2	8	rfp	3	-3	2281249999.9999995	1460000.0	
892	2B-2	2	8	gfp-rfp	1	-2	15624999.999999996	10000.0	
893	2B-2	2	8	gfp-rfp	1	-3			
894	2B-2	2	8	gfp-rfp	2	-2	6249999.999999998	4000.0	
895	2B-2	2	8	gfp-rfp	2	-3			
896	2B-2	2	8	gfp-rfp	3	-2	24999999.999999993	16000.0	
897	2B-2	2	8	gfp-rfp	3	-3	31249999.999999993	20000.0	
898	2B-2	2	8	total	1	-2	56946874999.999985	36446000.0	
899	2B-2	2	8	total	1	-3			
900	2B-2	2	8	total	2	-2	46084374999.99999	29494000.0	
901	2B-2	2	8	total	2	-3			
902	2B-2	2	8	total	3	-2	53434374999.999985	34198000.0	
903	2B-2	2	8	total	3	-3	15593749999.999996	9980000.0	
904	2B-3	2	8	gfp	1	-2	25677777777.777805	9244000.0	
905	2B-3	2	8	gfp	1	-3			
906	2B-3	2	8	gfp	2	-2	26688888888.88892	9608000.0	
907	2B-3	2	8	gfp	2	-3			
908	2B-3	2	8	gfp	3	-2	23011111111.111137	8284000.0	
909	2B-3	2	8	gfp	3	-3	8611111111.11112	3100000.0	
910	2B-3	2	8	rfp	1	-2	8666666666.666677	3120000.0	
911	2B-3	2	8	rfp	1	-3			
912	2B-3	2	8	rfp	2	-2	9450000000.000011	3402000.0	
913	2B-3	2	8	rfp	2	-3			
914	2B-3	2	8	rfp	3	-2	7788888888.888898	2804000.0	
915	2B-3	2	8	rfp	3	-3	3611111111.1111155	1300000.0	
916	2B-3	2	8	gfp-rfp	1	-2	5555555.555555562	2000.0	
917	2B-3	2	8	gfp-rfp	1	-3			
918	2B-3	2	8	gfp-rfp	2	-2	16666666.666666687	6000.0	
919	2B-3	2	8	gfp-rfp	2	-3			
920	2B-3	2	8	gfp-rfp	3	-2	0.0	0.0	
921	2B-3	2	8	gfp-rfp	3	-3	0.0	0.0	
922	2B-3	2	8	total	1	-2	34355555555.55559	12368000.0	
923	2B-3	2	8	total	1	-3			
924	2B-3	2	8	total	2	-2	36172222222.22227	13022000.0	
925	2B-3	2	8	total	2	-3			
926	2B-3	2	8	total	3	-2	30800000000.000034	11088000.0	
927	2B-3	2	8	total	3	-3	12222222222.222237	4400000.0	
928	2C-1	2	8	gfp	1	-2	86983333333.33336	62628000.0	
929	2C-1	2	8	gfp	1	-3			
930	2C-1	2	8	gfp	2	-2	69983333333.33334	50388000.0	
931	2C-1	2	8	gfp	2	-3			
932	2C-1	2	8	gfp	3	-2	82802777777.7778	59618000.0	
933	2C-1	2	8	gfp	3	-3	30138888888.888897	21700000.0	
934	2C-1	2	8	rfp	1	-2	852777777.777778	614000.0	
935	2C-1	2	8	rfp	1	-3			
936	2C-1	2	8	rfp	2	-2	697222222.2222224	502000.0	
937	2C-1	2	8	rfp	2	-3			
938	2C-1	2	8	rfp	3	-2	716666666.6666669	516000.0	
939	2C-1	2	8	rfp	3	-3	388888888.88888896	280000.0	
940	2C-1	2	8	gfp-rfp	1	-2	0.0	0.0	
941	2C-1	2	8	gfp-rfp	1	-3			
942	2C-1	2	8	gfp-rfp	2	-2	0.0	0.0	
943	2C-1	2	8	gfp-rfp	2	-3			
944	2C-1	2	8	gfp-rfp	3	-2	0.0	0.0	
945	2C-1	2	8	gfp-rfp	3	-3	0.0	0.0	
946	2C-1	2	8	total	1	-2	87836111111.11113	63242000.0	
947	2C-1	2	8	total	1	-3			
948	2C-1	2	8	total	2	-2	70680555555.55557	50890000.0	
949	2C-1	2	8	total	2	-3			
950	2C-1	2	8	total	3	-2	83519444444.44447	60134000.0	
951	2C-1	2	8	total	3	-3	30527777777.777786	21980000.0	
952	2C-2	2	8	gfp	1	-2	60581578947.36844	46042000.0	
953	2C-2	2	8	gfp	1	-3			
954	2C-2	2	8	gfp	2	-2	63607894736.84212	48342000.0	
955	2C-2	2	8	gfp	2	-3			
956	2C-2	2	8	gfp	3	-2	59968421052.63159	45576000.0	
957	2C-2	2	8	gfp	3	-3	42447368421.05264	32260000.0	
